segment,factors,bin,n,win_rate,place_rate,win_roi,place_roi,score
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.0|3,685,17.5,,81.0,85.7,0.8
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.1|1,74,27.0,,96.6,83.7,0.6
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.1|2,683,19.8,,84.6,81.4,0.5
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.1|3,3552,18.8,,80.0,81.4,0.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.2|2,128,18.8,,92.2,87.3,0.8
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.2|3,543,18.8,,75.2,74.9,-0.9
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.3|1,60,21.7,,86.9,86.7,0.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.3|2,427,21.3,,84.3,81.5,0.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.3|3,2063,21.2,,80.2,81.3,0.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.4|1,86,15.1,,51.6,80.0,-0.5
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.4|2,466,17.6,,60.0,80.4,-0.9
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.4|3,1844,20.7,,77.2,80.8,-0.1
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.5|1,30,13.3,,41.2,66.1,-0.8
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.5|2,165,23.0,,85.0,82.9,0.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.5|3,706,23.9,,85.8,86.9,1.5
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.6|1,163,32.5,,90.6,88.6,1.2
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.6|2,836,27.0,,81.2,85.4,1.1
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.6|3,2836,25.6,,75.8,81.3,-0.1
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.7|1,31,25.8,,72.8,88.8,0.2
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.7|2,178,24.7,,76.8,79.1,-0.2
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.7|3,632,22.6,,79.1,81.6,0.2
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.8|2,146,29.5,,77.3,86.7,0.5
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.8|3,421,25.9,,81.1,85.1,0.7
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.9|1,67,20.9,,55.9,81.9,-0.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.9|2,341,29.3,,81.6,82.5,0.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,2.9|3,919,26.9,,73.5,79.9,-0.6
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.0|1,37,40.5,,78.1,89.8,0.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.0|2,182,29.1,,74.2,75.9,-0.6
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.0|3,355,30.1,,76.1,82.5,0.1
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.1|1,298,38.3,,81.2,82.0,0.3
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.1|2,1080,31.6,,71.7,78.9,-1.1
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.1|3,2411,36.5,,86.2,86.3,2.5
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.2|1,77,50.6,,90.7,93.4,1.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.2|2,340,40.0,,78.1,90.1,1.3
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.2|3,540,35.0,,72.2,83.9,0.1
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.3|1,51,56.9,,92.6,100.3,1.7
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.3|2,218,47.2,,86.8,83.7,0.8
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.3|3,282,40.8,,78.0,86.2,0.7
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.4|1,146,43.8,,73.9,90.7,0.8
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.4|2,424,47.2,,81.2,91.2,2.0
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.4|3,512,43.0,,80.9,86.9,1.3
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.5|1,113,50.4,,72.1,88.6,0.5
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.5|2,333,49.5,,79.9,87.2,1.1
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.5|3,506,42.7,,74.4,87.8,1.0
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.6|2,43,53.5,,75.2,94.6,0.8
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.6|3,36,50.0,,76.1,97.0,0.8
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.8|1,32,65.6,,90.3,100.1,1.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.8|2,88,59.1,,81.2,95.1,1.4
SURFACE_2_ダ,kishu_shisu+kyusha_hyoka_code,3.8|3,69,60.9,,83.6,98.4,1.6
GLOBAL,kyori+shirushi_code_2,1000|1,858,24.6,,77.8,79.0,-0.4
GLOBAL,kyori+shirushi_code_2,1000|2,858,15.4,,71.4,86.2,0.4
GLOBAL,kyori+shirushi_code_2,1000|3,855,13.0,,75.6,73.1,-1.2
GLOBAL,kyori+shirushi_code_2,1000|4,847,10.6,,101.4,75.4,0.5
GLOBAL,kyori+shirushi_code_2,1000|5,839,6.6,,69.9,84.4,0.0
GLOBAL,kyori+shirushi_code_2,1000|6,815,6.5,,68.9,80.4,-0.4
GLOBAL,kyori+shirushi_code_2,1150|1,341,22.3,,59.6,80.2,-0.9
GLOBAL,kyori+shirushi_code_2,1150|2,344,19.2,,88.2,82.0,0.6
GLOBAL,kyori+shirushi_code_2,1150|3,343,15.7,,103.0,80.2,0.9
GLOBAL,kyori+shirushi_code_2,1150|4,338,8.6,,68.7,71.6,-0.9
GLOBAL,kyori+shirushi_code_2,1150|5,337,6.5,,56.4,97.9,0.5
GLOBAL,kyori+shirushi_code_2,1150|6,332,6.3,,75.1,83.8,0.1
GLOBAL,kyori+shirushi_code_2,1200|1,6205,25.4,,79.5,84.2,1.1
GLOBAL,kyori+shirushi_code_2,1200|2,6210,16.2,,81.3,80.8,0.4
GLOBAL,kyori+shirushi_code_2,1200|3,6189,12.7,,82.5,80.9,0.6
GLOBAL,kyori+shirushi_code_2,1200|4,6138,9.9,,81.5,79.5,0.0
GLOBAL,kyori+shirushi_code_2,1200|5,5997,7.4,,69.2,77.6,-1.8
GLOBAL,kyori+shirushi_code_2,1200|6,5814,6.4,,80.2,74.2,-1.4
GLOBAL,kyori+shirushi_code_2,1300|1,241,27.8,,79.9,89.0,0.9
GLOBAL,kyori+shirushi_code_2,1300|2,242,18.6,,114.9,80.3,1.3
GLOBAL,kyori+shirushi_code_2,1300|3,240,12.5,,106.6,99.4,2.1
GLOBAL,kyori+shirushi_code_2,1300|4,241,8.3,,51.8,93.1,0.1
GLOBAL,kyori+shirushi_code_2,1300|5,235,6.8,,168.3,100.4,2.8
GLOBAL,kyori+shirushi_code_2,1300|6,225,4.0,,40.7,55.8,-1.5
GLOBAL,kyori+shirushi_code_2,1400|1,4291,25.8,,79.8,82.3,0.6
GLOBAL,kyori+shirushi_code_2,1400|2,4282,16.4,,83.0,80.3,0.4
GLOBAL,kyori+shirushi_code_2,1400|3,4259,12.1,,70.5,79.4,-1.3
GLOBAL,kyori+shirushi_code_2,1400|4,4230,9.3,,72.7,75.3,-1.9
GLOBAL,kyori+shirushi_code_2,1400|5,4156,7.8,,77.5,81.6,0.1
GLOBAL,kyori+shirushi_code_2,1400|6,3975,7.1,,79.0,76.2,-0.9
GLOBAL,kyori+shirushi_code_2,1500|1,193,27.5,,72.7,92.2,0.8
GLOBAL,kyori+shirushi_code_2,1500|2,192,15.6,,69.2,75.8,-0.6
GLOBAL,kyori+shirushi_code_2,1500|3,189,13.2,,56.7,59.7,-1.9
GLOBAL,kyori+shirushi_code_2,1500|4,188,14.4,,83.2,78.1,-0.0
GLOBAL,kyori+shirushi_code_2,1500|5,187,10.2,,92.9,78.5,0.2
GLOBAL,kyori+shirushi_code_2,1500|6,180,3.3,,39.7,59.3,-1.2
GLOBAL,kyori+shirushi_code_2,1600|1,3879,26.6,,79.9,84.0,1.1
GLOBAL,kyori+shirushi_code_2,1600|2,3871,18.1,,82.1,83.2,1.1
GLOBAL,kyori+shirushi_code_2,1600|3,3858,12.5,,74.3,79.9,-0.7
GLOBAL,kyori+shirushi_code_2,1600|4,3821,9.1,,65.8,76.0,-2.3
GLOBAL,kyori+shirushi_code_2,1600|5,3744,8.3,,80.8,77.9,-0.4
GLOBAL,kyori+shirushi_code_2,1600|6,3547,6.5,,72.1,75.9,-1.4
GLOBAL,kyori+shirushi_code_2,1700|1,1924,26.6,,83.0,83.0,1.2
GLOBAL,kyori+shirushi_code_2,1700|2,1917,16.8,,75.6,80.8,-0.2
GLOBAL,kyori+shirushi_code_2,1700|3,1916,11.3,,79.2,79.4,-0.2
GLOBAL,kyori+shirushi_code_2,1700|4,1910,9.0,,76.4,81.6,0.0
GLOBAL,kyori+shirushi_code_2,1700|5,1896,6.6,,61.6,75.5,-1.7
GLOBAL,kyori+shirushi_code_2,1700|6,1835,6.8,,87.2,80.6,0.5
GLOBAL,kyori+shirushi_code_2,1800|1,7617,28.1,,80.0,84.1,1.1
GLOBAL,kyori+shirushi_code_2,1800|2,7602,17.4,,83.1,85.2,1.8
GLOBAL,kyori+shirushi_code_2,1800|3,7565,12.8,,76.2,80.9,-0.2
GLOBAL,kyori+shirushi_code_2,1800|4,7524,9.5,,78.5,80.0,-0.2
GLOBAL,kyori+shirushi_code_2,1800|5,7272,7.8,,74.6,77.2,-1.4
GLOBAL,kyori+shirushi_code_2,1800|6,6912,6.5,,83.9,77.3,-0.3
GLOBAL,kyori+shirushi_code_2,1900|1,401,27.9,,78.7,81.6,0.1
GLOBAL,kyori+shirushi_code_2,1900|2,401,17.0,,70.8,90.4,0.7
GLOBAL,kyori+shirushi_code_2,1900|3,395,10.6,,66.3,86.8,0.1
GLOBAL,kyori+shirushi_code_2,1900|4,396,9.8,,102.3,83.2,1.0
GLOBAL,kyori+shirushi_code_2,1900|5,387,7.2,,71.7,87.2,0.2
GLOBAL,kyori+shirushi_code_2,1900|6,375,6.1,,65.5,84.4,-0.1
GLOBAL,kyori+shirushi_code_2,2000|1,3391,25.1,,72.1,82.1,-0.4
GLOBAL,kyori+shirushi_code_2,2000|2,3372,18.1,,79.7,81.7,0.4
GLOBAL,kyori+shirushi_code_2,2000|3,3361,14.0,,88.3,82.9,1.7
GLOBAL,kyori+shirushi_code_2,2000|4,3335,10.9,,88.0,78.1,0.4
GLOBAL,kyori+shirushi_code_2,2000|5,3228,8.3,,79.9,78.3,-0.4
GLOBAL,kyori+shirushi_code_2,2000|6,3032,6.5,,71.6,81.0,-0.5
GLOBAL,kyori+shirushi_code_2,2100|1,347,28.0,,102.0,91.9,2.6
GLOBAL,kyori+shirushi_code_2,2100|2,348,19.0,,89.4,87.4,1.2
GLOBAL,kyori+shirushi_code_2,2100|3,347,7.8,,43.5,72.6,-1.5
GLOBAL,kyori+shirushi_code_2,2100|4,345,9.6,,67.8,85.3,0.0
GLOBAL,kyori+shirushi_code_2,2100|5,332,5.7,,43.3,63.4,-1.7
GLOBAL,kyori+shirushi_code_2,2100|6,326,6.7,,78.8,89.3,0.5
GLOBAL,kyori+shirushi_code_2,2200|1,659,25.8,,74.2,83.9,0.2
GLOBAL,kyori+shirushi_code_2,2200|2,655,14.8,,60.2,81.2,-0.9
GLOBAL,kyori+shirushi_code_2,2200|3,652,14.7,,80.5,74.5,-0.6
GLOBAL,kyori+shirushi_code_2,2200|4,648,10.0,,69.1,66.6,-1.8
GLOBAL,kyori+shirushi_code_2,2200|5,637,8.3,,94.1,80.9,0.6
GLOBAL,kyori+shirushi_code_2,2200|6,589,7.0,,74.5,74.1,-0.7
GLOBAL,kyori+shirushi_code_2,2400|1,731,26.3,,70.3,81.2,-0.5
GLOBAL,kyori+shirushi_code_2,2400|2,730,19.9,,97.0,94.9,3.2
GLOBAL,kyori+shirushi_code_2,2400|3,726,12.1,,67.9,82.8,-0.3
GLOBAL,kyori+shirushi_code_2,2400|4,718,11.0,,67.1,71.3,-1.6
GLOBAL,kyori+shirushi_code_2,2400|5,692,8.1,,82.7,82.4,0.3
GLOBAL,kyori+shirushi_code_2,2400|6,656,7.0,,90.0,83.5,0.7
GLOBAL,kyori+shirushi_code_2,2500|1,142,25.4,,78.5,96.8,1.2
GLOBAL,kyori+shirushi_code_2,2500|2,139,14.4,,98.1,80.0,0.4
GLOBAL,kyori+shirushi_code_2,2500|3,141,16.3,,74.4,83.2,0.0
GLOBAL,kyori+shirushi_code_2,2500|4,140,13.6,,47.6,53.2,-2.2
GLOBAL,kyori+shirushi_code_2,2500|5,136,8.1,,62.6,57.0,-1.3
GLOBAL,kyori+shirushi_code_2,2500|6,132,8.3,,37.9,39.3,-2.4
GLOBAL,kyori+shirushi_code_2,2600|1,356,23.3,,88.9,76.1,-0.0
GLOBAL,kyori+shirushi_code_2,2600|2,356,17.1,,109.4,82.9,1.5
GLOBAL,kyori+shirushi_code_2,2600|3,351,11.7,,71.6,77.5,-0.5
GLOBAL,kyori+shirushi_code_2,2600|4,352,11.9,,90.1,87.7,1.0
GLOBAL,kyori+shirushi_code_2,2600|5,354,9.3,,84.4,92.2,1.0
GLOBAL,kyori+shirushi_code_2,2600|6,336,6.8,,79.0,98.7,1.1
GLOBAL,kyori+shirushi_code_2,2750|1,105,23.8,,54.9,92.3,0.1
GLOBAL,kyori+shirushi_code_2,2750|2,98,16.3,,60.6,76.8,-0.6
GLOBAL,kyori+shirushi_code_2,2750|3,102,14.7,,67.6,70.1,-0.7
GLOBAL,kyori+shirushi_code_2,2750|4,99,9.1,,67.2,76.0,-0.4
GLOBAL,kyori+shirushi_code_2,2750|5,97,8.2,,75.0,76.3,-0.2
GLOBAL,kyori+shirushi_code_2,2750|6,88,10.2,,85.8,88.7,0.4
GLOBAL,kyori+shirushi_code_2,2770|1,55,23.6,,60.3,87.0,-0.1
GLOBAL,kyori+shirushi_code_2,2770|2,56,8.9,,26.1,56.7,-1.3
GLOBAL,kyori+shirushi_code_2,2770|3,54,16.7,,78.1,66.3,-0.5
GLOBAL,kyori+shirushi_code_2,2770|4,56,21.4,,154.0,85.8,1.6
GLOBAL,kyori+shirushi_code_2,2770|5,52,1.9,,11.0,88.7,-0.3
GLOBAL,kyori+shirushi_code_2,2770|6,48,8.3,,180.6,122.6,2.1
GLOBAL,kyori+shirushi_code_2,2850|1,118,27.1,,57.0,75.0,-1.0
GLOBAL,kyori+shirushi_code_2,2850|2,118,14.4,,50.1,82.7,-0.5
GLOBAL,kyori+shirushi_code_2,2850|3,117,14.5,,68.5,81.9,-0.2
GLOBAL,kyori+shirushi_code_2,2850|4,116,11.2,,80.5,122.4,1.9
GLOBAL,kyori+shirushi_code_2,2850|5,108,6.5,,113.5,42.9,-0.8
GLOBAL,kyori+shirushi_code_2,2850|6,105,6.7,,126.5,65.5,0.2
GLOBAL,kyori+shirushi_code_2,2860|1,132,31.1,,67.5,81.6,-0.3
GLOBAL,kyori+shirushi_code_2,2860|2,129,17.1,,62.7,74.2,-0.8
GLOBAL,kyori+shirushi_code_2,2860|3,130,12.3,,57.0,74.6,-0.8
GLOBAL,kyori+shirushi_code_2,2860|4,129,7.8,,59.9,79.4,-0.4
GLOBAL,kyori+shirushi_code_2,2860|5,120,10.8,,110.1,67.8,0.0
GLOBAL,kyori+shirushi_code_2,2860|6,107,6.5,,66.4,104.3,0.6
GLOBAL,kyori+shirushi_code_2,2880|1,83,28.9,,75.3,90.0,0.5
GLOBAL,kyori+shirushi_code_2,2880|2,87,21.8,,106.7,80.4,0.6
GLOBAL,kyori+shirushi_code_2,2880|3,87,13.8,,100.3,84.2,0.6
GLOBAL,kyori+shirushi_code_2,2880|4,86,8.1,,55.5,73.7,-0.6
GLOBAL,kyori+shirushi_code_2,2880|5,84,9.5,,76.1,85.6,0.1
GLOBAL,kyori+shirushi_code_2,2880|6,76,2.6,,4.1,75.1,-0.7
GLOBAL,kyori+shirushi_code_2,2890|1,88,22.7,,79.5,76.0,-0.2
GLOBAL,kyori+shirushi_code_2,2890|2,86,15.1,,71.8,83.5,-0.0
GLOBAL,kyori+shirushi_code_2,2890|3,89,15.7,,83.5,59.8,-0.9
GLOBAL,kyori+shirushi_code_2,2890|4,85,10.6,,67.2,69.6,-0.6
GLOBAL,kyori+shirushi_code_2,2890|5,86,8.1,,85.2,68.3,-0.3
GLOBAL,kyori+shirushi_code_2,2890|6,78,6.4,,88.0,72.7,-0.1
GLOBAL,kyori+shirushi_code_2,2910|1,36,36.1,,81.6,97.1,0.8
GLOBAL,kyori+shirushi_code_2,2910|2,38,13.2,,67.3,97.8,0.3
GLOBAL,kyori+shirushi_code_2,2910|3,36,11.1,,40.7,71.3,-0.6
GLOBAL,kyori+shirushi_code_2,2910|4,34,11.8,,61.0,64.5,-0.6
GLOBAL,kyori+shirushi_code_2,2910|5,34,11.8,,115.4,56.4,-0.2
GLOBAL,kyori+shirushi_code_2,2910|6,33,9.1,,168.3,139.8,2.1
GLOBAL,kyori+shirushi_code_2,2970|1,87,26.4,,67.4,75.8,-0.6
GLOBAL,kyori+shirushi_code_2,2970|2,84,22.6,,73.2,101.7,1.0
GLOBAL,kyori+shirushi_code_2,2970|3,88,14.8,,97.4,94.6,1.0
GLOBAL,kyori+shirushi_code_2,2970|4,83,13.3,,97.9,84.4,0.5
GLOBAL,kyori+shirushi_code_2,2970|5,78,10.3,,47.4,86.4,-0.3
GLOBAL,kyori+shirushi_code_2,2970|6,70,4.3,,27.1,65.1,-0.8
GLOBAL,kyori+shirushi_code_2,3000|1,180,31.1,,74.8,79.2,-0.3
GLOBAL,kyori+shirushi_code_2,3000|2,182,19.2,,86.5,93.0,1.2
GLOBAL,kyori+shirushi_code_2,3000|3,176,13.1,,80.2,69.2,-0.6
GLOBAL,kyori+shirushi_code_2,3000|4,177,9.0,,56.8,78.6,-0.6
GLOBAL,kyori+shirushi_code_2,3000|5,175,6.9,,59.9,71.8,-0.7
GLOBAL,kyori+shirushi_code_2,3000|6,165,6.7,,60.1,75.0,-0.6
GLOBAL,kyori+shirushi_code_2,3110|1,50,28.0,,74.1,70.5,-0.6
GLOBAL,kyori+shirushi_code_2,3110|2,51,19.6,,82.2,76.3,-0.1
GLOBAL,kyori+shirushi_code_2,3110|3,50,14.0,,236.2,78.4,2.1
GLOBAL,kyori+shirushi_code_2,3110|4,47,8.5,,45.9,84.9,-0.2
GLOBAL,kyori+shirushi_code_2,3110|5,47,8.5,,67.4,91.5,0.2
GLOBAL,kyori+shirushi_code_2,3110|6,47,4.3,,27.2,93.0,-0.2
GLOBAL,kyori+shirushi_code_2,3170|1,32,21.9,,62.1,69.4,-0.6
GLOBAL,kyori+shirushi_code_2,3170|2,31,16.1,,43.4,69.3,-0.7
GLOBAL,kyori+shirushi_code_2,3170|3,33,9.1,,34.5,77.3,-0.5
GLOBAL,kyori+shirushi_code_2,3170|4,30,6.7,,153.7,83.7,0.6
GLOBAL,kyori+shirushi_code_2,3170|5,30,10.0,,61.3,52.1,-0.8
GLOBAL,kyori+shirushi_code_2,3390|1,30,30.0,,75.1,89.2,0.3
GLOBAL,kyori+shirushi_code_2,3390|2,30,20.0,,65.2,69.5,-0.5
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,0.2,38,0.0,,0.0,70.0,-0.0
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,0.6,647,1.2,,57.5,89.4,-0.0
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,0.9,49,4.1,,153.4,66.3,0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.0,62,1.6,,134.8,58.2,0.0
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.1,102,0.0,,0.0,91.1,-0.0
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.2,226,2.2,,147.3,51.6,0.0
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.3,1447,1.2,,53.4,74.6,-0.9
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.4,1327,1.4,,47.5,69.3,-1.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.5,115,2.6,,74.6,115.3,0.7
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.6,158,1.9,,131.0,69.7,0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.7,428,2.3,,110.9,103.6,1.4
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.8,240,1.2,,9.5,61.0,-1.1
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,1.9,206,4.4,,79.0,64.1,-0.6
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,10.0,31,16.1,,71.0,58.0,-0.7
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,10.1,44,6.8,,27.6,50.6,-1.1
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,10.3,49,12.2,,111.0,60.2,-0.2
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,10.4,52,15.4,,181.5,93.3,2.0
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,10.5,62,12.9,,135.6,98.2,1.5
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,10.6,60,13.3,,111.4,70.3,0.1
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,10.7,48,6.2,,47.8,58.5,-0.8
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,10.8,71,9.9,,72.8,72.7,-0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,10.9,38,5.3,,38.5,48.4,-0.9
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.0,45,6.7,,56.4,102.7,0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.1,45,8.9,,74.7,71.6,-0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.2,58,12.1,,97.8,70.0,-0.1
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.3,400,13.5,,85.6,80.6,0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.4,407,12.8,,85.3,76.5,-0.1
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.5,68,11.8,,127.2,69.2,0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.6,44,20.5,,149.9,82.4,1.2
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.7,33,6.1,,34.0,59.4,-0.7
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.8,53,13.2,,103.5,96.8,0.9
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,11.9,41,9.8,,57.4,64.5,-0.6
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.0,30,6.7,,33.5,63.7,-0.6
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.1,35,17.1,,66.1,95.3,0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.2,30,6.7,,31.8,42.1,-1.0
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.3,34,2.9,,25.6,84.2,-0.2
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.4,33,9.1,,63.9,41.1,-1.0
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.5,51,17.6,,157.6,66.2,0.7
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.6,48,20.8,,164.6,118.1,2.9
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.7,63,12.7,,105.9,80.5,0.4
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.8,75,21.3,,106.6,101.5,1.6
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,12.9,68,10.3,,85.7,87.3,0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,13.0,50,12.0,,92.6,84.3,0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,13.1,77,15.6,,75.8,78.0,-0.2
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,13.2,167,7.2,,32.0,57.9,-1.8
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,13.3,398,12.1,,65.1,82.4,-0.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,13.4,268,13.4,,80.3,74.2,-0.4
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,13.5,52,13.5,,77.4,68.9,-0.4
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,13.6,41,17.1,,76.3,109.5,0.9
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,13.7,40,10.0,,53.4,61.6,-0.7
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,14.9,30,26.7,,208.9,95.6,2.5
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,15.4,33,18.2,,89.0,99.6,0.7
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,15.5,59,11.9,,64.1,64.0,-0.8
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,15.6,123,16.3,,67.6,81.0,-0.2
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,15.7,293,18.1,,102.4,82.8,1.1
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,15.8,68,22.1,,104.8,86.2,0.8
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,15.9,38,5.3,,25.7,59.3,-0.8
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,17.7,40,25.0,,104.8,72.4,0.1
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,18.2,46,23.9,,115.7,88.5,1.0
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,18.3,95,20.0,,79.3,83.6,0.2
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,18.4,133,21.1,,95.6,93.1,1.3
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,18.5,139,13.7,,51.9,82.2,-0.5
KEIBAJO_SURFACE_09_ダ,kishu_kitai_tansho_ritsu,2.0,223,1.8,,68.0,91.1,0.1
