adoption_rank,rank,source,segment,factors,type,grade,score_std,total_bins,valid_bins,pass_bins,pass_rate,decision,avg_place_roi,avg_win_roi,best_place_roi,best_win_roi,total_samples
1720,566,phase2,SURFACE_2_芝,prev1_chakujun+yoso_juni,combo,A,4.436,294,245,117,0.4776,検討,78.0,78.2,195.9,495.3,148662
1721,1328,phase2,SURFACE_2_芝,bac_tosu+prev1_chakujun,combo,A,3.426,206,178,85,0.4775,検討,77.6,79.5,154.9,272.6,148662
1722,767,phase2,SURFACE_2_芝,babajotai_heavy+joa_ls_shisu,combo,A,4.144,310,155,74,0.4774,検討,79.8,83.5,187.1,316.8,170977
1723,1825,phase2,SURFACE_2_芝,babajotai_heavy+hizume_code,combo,B,2.945,54,44,21,0.4773,検討,81.3,78.0,141.6,195.5,147248
1724,1581,phase2,SURFACE_2_芝,kyusha_hyoka_code+prev2_chakujun,combo,A,3.15,59,44,21,0.4773,検討,80.8,78.2,168.7,163.3,133011
1725,3576,phase1,KEIBAJO_SURFACE_03_芝,manken_shisu,numeric,C,1.483,60,44,21,0.4773,検討,74.7,79.3,124.7,208.2,13874
1726,1932,phase2,GLOBAL,kishu_shisu+yoso_juni,combo,B,2.839,467,371,177,0.4771,検討,77.7,77.2,136.9,451.9,360874
1727,444,phase2,SURFACE_2_ダ,prev2_chakujun+tenko_code,combo,A,4.648,68,65,31,0.4769,検討,81.9,84.7,140.5,403.8,151215
1728,1960,phase2,GLOBAL,joho_shisu+shirushi_code_6,combo,B,2.811,276,216,103,0.4769,検討,79.1,78.8,128.0,340.4,195216
1729,963,phase2,SURFACE_2_ダ,moshoku_code+prev2_chakujun,combo,A,3.901,103,86,41,0.4767,検討,80.3,74.9,133.6,342.2,151215
1730,1071,phase2,GLOBAL,bac_jouken+prev2_chakujun,combo,A,3.75,90,86,41,0.4767,検討,80.0,84.7,139.7,377.4,296151
1731,3336,phase2,GLOBAL,joken_class_code+prev3_chakujun,combo,C,1.661,90,86,41,0.4767,検討,78.5,80.9,105.9,127.4,269565
1732,3055,phase2,SURFACE_2_芝,joho_shisu+yy_int,combo,C,1.885,491,428,204,0.4766,検討,80.5,79.0,112.0,147.9,170977
1733,1448,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+kishu_shisu,combo,A,3.296,178,149,71,0.4765,検討,78.9,80.0,120.7,290.2,170977
1734,3837,phase2,GLOBAL,kyi_kyusha_rank+shirushi_code_3,combo,C,1.316,44,42,20,0.4762,検討,81.7,79.9,147.3,151.4,194794
1735,1347,phase2,GLOBAL,hizume_code+tenko_code,combo,A,3.414,83,63,30,0.4762,検討,81.4,79.5,177.5,268.8,322746
1736,5340,phase1,KEIBAJO_SURFACE_08_芝,joa_ls_shisu,numeric,C,0.55,76,21,10,0.4762,検討,80.6,84.4,206.2,264.8,17759
1737,2125,phase2,SURFACE_2_芝,kyi_kyusha_rank+moshoku_code,combo,B,2.659,47,42,20,0.4762,検討,79.6,75.0,121.5,193.9,170683
1738,5807,phase1,GLOBAL,uma_tokki_2,numeric,C,0.234,200,147,70,0.4762,検討,79.5,80.9,142.1,257.4,221058
1739,5031,phase2,GLOBAL,bac_jouken+shirushi_code_1,combo,C,0.694,42,42,20,0.4762,検討,79.3,78.2,87.6,94.8,223147
1740,1920,phase2,GLOBAL,shirushi_code_1+taikei_dou,combo,B,2.851,133,105,50,0.4762,検討,79.1,77.0,115.4,235.8,198390
1741,5173,phase1,KEIBAJO_SURFACE_09_芝,joa_ls_shisu,numeric,C,0.63,76,21,10,0.4762,検討,79.1,74.8,124.3,222.7,21956
1742,5101,phase2,SURFACE_2_ダ,kyi_kyusha_rank+shirushi_code_4,combo,C,0.661,42,42,20,0.4762,検討,79.0,77.2,85.7,100.9,94919
1743,5167,phase2,SURFACE_2_芝,kyi_kyusha_rank+shirushi_code_4,combo,C,0.632,42,42,20,0.4762,検討,79.0,78.0,86.0,89.6,93703
1744,3665,phase2,SURFACE_2_ダ,moshoku_code+shirushi_code_1,combo,C,1.425,47,42,20,0.4762,検討,78.8,74.2,106.4,109.3,108475
1745,174,phase2,SURFACE_2_ダ,hizume_code+yoso_juni,combo,S,5.461,265,189,90,0.4762,検討,78.7,77.5,130.6,629.3,163584
1746,3474,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+shirushi_code_4,combo,C,1.561,22,21,10,0.4762,検討,78.6,79.5,93.7,124.3,94954
1747,3033,phase2,SURFACE_2_芝,prev1_bataiju_bin+shirushi_code_2,combo,C,1.906,54,42,20,0.4762,検討,78.5,76.1,124.2,147.6,80452
1748,5205,phase1,KEIBAJO_SURFACE_07_ダ,rotation,numeric,C,0.616,32,21,10,0.4762,検討,78.2,77.9,131.1,224.7,20146
1749,308,phase2,GLOBAL,kijun_ninkijun_tansho+kyori_tekisei,combo,A,4.99,98,84,40,0.4762,検討,77.2,84.7,164.3,374.7,355423
1750,1871,phase2,GLOBAL,kyori_tekisei+prev3_chakujun,combo,B,2.899,97,84,40,0.4762,検討,77.0,81.1,126.5,192.5,266575
1751,3194,phase2,SURFACE_2_ダ,barei+shirushi_code_1,combo,C,1.763,47,42,20,0.4762,検討,76.9,72.2,107.1,111.7,108475
1752,394,phase2,GLOBAL,kijun_ninkijun_fukusho+prev3_chakujun,combo,A,4.748,285,250,119,0.476,検討,81.1,83.7,171.8,464.5,269565
1753,1786,phase2,GLOBAL,shirushi_code_3+uma_deokure_ritsu,combo,B,2.98,335,229,109,0.476,検討,79.2,75.2,140.4,194.6,176360
1754,2492,phase2,SURFACE_2_芝,manken_shisu+shirushi_code_6,combo,B,2.314,350,267,127,0.4757,検討,79.2,76.2,162.4,180.6,92168
1755,1886,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+kishu_shisu,combo,B,2.889,167,143,68,0.4755,検討,78.7,76.0,136.2,319.9,177971
1756,859,phase2,SURFACE_2_芝,hizume_code+yy_int,combo,A,4.029,169,122,58,0.4754,検討,80.5,81.3,148.4,227.6,147248
1757,3373,phase2,SURFACE_2_芝,joho_shisu+prev1_kyakushitsu,combo,C,1.639,205,183,87,0.4754,検討,78.9,77.0,98.7,126.4,148662
1758,360,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+prev1_chakujun,combo,A,4.825,279,223,106,0.4753,検討,79.5,80.8,218.1,496.9,148662
1759,472,phase2,SURFACE_2_芝,sanchimei+umaban_clean,combo,A,4.6,246,162,77,0.4753,検討,78.5,79.4,161.4,494.5,170976
1760,2758,phase2,SURFACE_2_芝,kishu_shisu+umaban_clean,combo,B,2.119,545,381,181,0.4751,検討,80.3,79.1,136.7,167.0,170977
1761,1610,phase2,SURFACE_2_芝,bataiju_change_bin+wakuban,combo,A,3.118,42,40,19,0.475,検討,81.8,81.5,145.1,218.2,148513
1762,471,phase2,GLOBAL,manken_shirushi+prev1_keibajo,combo,A,4.6,104,80,38,0.475,検討,80.9,79.1,165.1,348.3,206590
1763,1372,phase2,SURFACE_2_芝,kyusha_hyoka_code+taikei_dou,combo,A,3.387,62,40,19,0.475,検討,80.9,75.5,192.4,208.4,145314
1764,379,phase2,GLOBAL,kijun_ninkijun_fukusho+shirushi_code_2,combo,A,4.788,91,80,38,0.475,検討,80.3,81.5,181.2,406.4,192442
1765,4450,phase2,SURFACE_2_ダ,manken_shirushi+yy_int,combo,C,0.962,80,80,38,0.475,検討,80.0,78.8,92.5,104.5,111609
1766,2433,phase2,SURFACE_2_ダ,joken_class_code+prev2_chakujun,combo,B,2.37,83,80,38,0.475,検討,79.7,77.9,103.4,177.4,151215
1767,2435,phase2,SURFACE_2_ダ,bac_jouken+prev2_chakujun,combo,B,2.369,83,80,38,0.475,検討,79.6,77.7,103.6,177.9,151215
1768,4879,phase2,GLOBAL,joken_class_code+manken_shirushi,combo,C,0.767,40,40,19,0.475,検討,79.2,78.5,85.6,99.1,227411
1769,1343,phase2,SURFACE_2_芝,manken_shirushi+sanchimei,combo,A,3.418,116,80,38,0.475,検討,78.9,74.2,116.7,312.0,108335
1770,4390,phase2,SURFACE_2_芝,kyakushitsu+manken_shirushi,combo,C,0.99,40,40,19,0.475,検討,78.8,79.0,88.0,105.2,108331
1771,2969,phase2,SURFACE_2_芝,kishu_rank+manken_shirushi,combo,C,1.949,40,40,19,0.475,検討,78.5,76.4,105.0,139.9,108259
1772,2837,phase1,KEIBAJO_SURFACE_03_ダ,manken_shisu,numeric,B,2.056,56,40,19,0.475,検討,78.2,85.2,121.1,334.5,10703
1773,4147,phase2,GLOBAL,kishu_rank+manken_shirushi,combo,C,1.124,40,40,19,0.475,検討,77.8,77.6,84.2,126.7,227273
1774,3024,phase2,SURFACE_2_芝,kyusha_hyoka_code+yy_int,combo,C,1.914,40,40,19,0.475,検討,77.3,75.9,104.7,112.1,170977
1775,449,phase2,SURFACE_2_芝,kishu_minarai_code+prev3_chakujun,combo,A,4.644,70,40,19,0.475,検討,75.4,75.9,157.4,209.7,13273
1776,1351,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+yy_int,combo,A,3.408,160,158,75,0.4747,検討,80.0,81.7,131.2,353.6,177971
1777,2366,phase2,SURFACE_2_ダ,bac_tosu+prev3_chakujun,combo,B,2.429,142,118,56,0.4746,検討,81.4,77.0,146.0,194.1,137407
1778,5852,phase1,SURFACE_2_芝,kishu_kitai_sanchakunai_ritsu,numeric,C,0.196,663,394,187,0.4746,検討,80.3,77.8,197.3,229.9,170977
1779,2184,phase2,GLOBAL,barei+kishu_shisu,combo,B,2.608,239,196,93,0.4745,検討,78.8,76.9,132.7,265.1,360874
1780,577,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+prev1_keibajo,combo,A,4.42,174,156,74,0.4744,検討,80.4,80.4,199.9,336.6,148662
1781,561,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+prev1_keibajo,combo,A,4.447,175,156,74,0.4744,検討,80.3,79.8,199.9,334.0,148662
1782,498,phase2,GLOBAL,chokyo_yajirushi_code+nyukyu_nannichimae,combo,A,4.552,193,135,64,0.4741,検討,75.2,76.0,204.2,339.6,194251
1783,3440,phase2,GLOBAL,hobokusaki_rank+joho_shisu,combo,C,1.584,262,230,109,0.4739,検討,80.8,77.4,126.8,146.6,342345
1784,3397,phase2,SURFACE_2_芝,babajotai_heavy+moshoku_code,combo,C,1.611,20,19,9,0.4737,検討,81.6,78.6,107.1,122.4,170977
1785,2300,phase2,GLOBAL,prev1_kyakushitsu+tenko_code,combo,B,2.502,24,19,9,0.4737,検討,81.1,78.3,105.8,147.9,325448
1786,3085,phase2,SURFACE_2_芝,kishu_shisu+tenko_code,combo,C,1.865,140,114,54,0.4737,検討,80.4,78.8,107.3,168.3,170977
1787,4444,phase1,KEIBAJO_SURFACE_09_芝,kohan_3f_sa,numeric,C,0.964,22,19,9,0.4737,検討,80.0,73.3,106.8,162.6,21956
1788,293,phase2,SURFACE_2_ダ,prev1_bataiju_bin+prev3_chakujun,combo,S,5.06,136,114,54,0.4737,検討,79.6,80.5,146.8,504.5,137356
1789,2820,phase2,GLOBAL,joho_shisu+shirushi_code_4,combo,B,2.066,274,228,108,0.4737,検討,79.6,79.7,121.0,201.9,195681
1790,232,phase2,SURFACE_2_芝,hizume_code+moshoku_code,combo,S,5.248,99,76,36,0.4737,検討,79.1,77.3,188.6,499.4,147248
1791,3668,phase1,KEIBAJO_SURFACE_03_芝,rotation,numeric,C,1.422,28,19,9,0.4737,検討,77.1,93.3,219.7,250.4,12287
1792,3686,phase1,KEIBAJO_SURFACE_04_芝,chokyo_shisu,numeric,C,1.411,247,19,9,0.4737,検討,74.7,82.5,182.1,407.2,18117
1793,3385,phase2,GLOBAL,kishu_shisu+tenko_code,combo,C,1.628,149,131,62,0.4733,検討,81.0,77.7,121.8,144.7,360874
1794,272,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+prev3_chakujun,combo,S,5.116,275,224,106,0.4732,検討,81.1,82.7,185.6,464.5,120239
1795,2228,phase2,SURFACE_2_芝,kishu_shisu+prev2_chakujun,combo,B,2.577,412,298,141,0.4732,検討,80.7,78.3,151.6,170.3,133011
1796,709,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+uma_deokure_ritsu,combo,A,4.219,173,112,53,0.4732,検討,79.4,72.1,166.2,420.6,164780
1797,425,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+moshoku_code,combo,A,4.688,102,93,44,0.4731,検討,81.3,79.4,185.5,280.5,170977
1798,2175,phase2,SURFACE_2_芝,prev3_chakujun+shirushi_code_2,combo,B,2.617,99,93,44,0.4731,検討,80.2,80.0,149.0,234.0,65228
1799,3163,phase2,GLOBAL,kishu_shisu+shirushi_code_4,combo,C,1.791,102,93,44,0.4731,検討,79.5,77.9,110.7,183.5,195681
1800,881,phase2,GLOBAL,bataiju_change_bin+hizume_code,combo,A,4.008,95,74,35,0.473,検討,82.6,78.8,175.6,321.3,322446
1801,923,phase2,GLOBAL,babajotai_heavy+hizume_code,combo,A,3.942,58,55,26,0.4727,検討,81.4,82.5,122.3,344.5,322746
1802,4901,phase1,KEIBAJO_SURFACE_09_ダ,ichi_shisu,numeric,C,0.755,160,110,52,0.4727,検討,79.0,80.1,146.3,627.9,27915
1803,1589,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+shirushi_code_6,combo,A,3.141,70,55,26,0.4727,検討,77.4,76.2,118.9,221.6,94677
1804,1221,phase2,GLOBAL,class_code+prev3_chakujun,combo,A,3.563,420,292,138,0.4726,検討,79.0,76.3,158.8,252.5,269276
1805,2169,phase2,SURFACE_2_芝,prev2_chakujun+shirushi_code_5,combo,B,2.622,100,91,43,0.4725,検討,80.7,78.9,129.4,252.6,71069
1806,5811,phase1,GLOBAL,kyusha_shisu,numeric,C,0.232,530,472,223,0.4725,検討,78.6,79.8,151.0,423.7,360874
1807,150,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori,combo,S,5.594,184,163,77,0.4724,検討,80.0,85.1,197.5,435.9,177971
1808,3213,phase2,SURFACE_2_ダ,kishu_shisu+yy_int,combo,C,1.748,340,271,128,0.4723,検討,80.7,78.1,185.0,201.9,177971
1809,1875,phase2,GLOBAL,hizume_code+prev1_corner4_bin,combo,B,2.895,78,72,34,0.4722,検討,80.4,82.4,138.4,236.5,322633
1810,4265,phase2,GLOBAL,moshoku_code+shirushi_code_2,combo,C,1.063,43,36,17,0.4722,検討,80.4,76.3,115.1,104.3,192442
1811,4399,phase2,SURFACE_2_芝,moshoku_code+shirushi_code_2,combo,C,0.985,36,36,17,0.4722,検討,79.9,77.1,93.4,94.8,92369
1812,3206,phase2,SURFACE_2_ダ,bac_jouken+gekiso_type,combo,C,1.751,36,36,17,0.4722,検討,79.7,76.3,108.4,117.6,68848
1813,4247,phase2,SURFACE_2_芝,moshoku_code+shirushi_code_6,combo,C,1.076,36,36,17,0.4722,検討,79.6,75.7,93.1,108.4,93641
1814,4854,phase2,SURFACE_2_芝,bac_jouken+shirushi_code_2,combo,C,0.775,36,36,17,0.4722,検討,79.5,78.5,89.5,90.8,92369
1815,3635,phase2,GLOBAL,shirushi_code_6+umaban_clean,combo,C,1.437,108,108,51,0.4722,検討,79.4,78.7,105.3,168.1,195216
1816,2392,phase2,GLOBAL,moshoku_code+shirushi_code_5,combo,B,2.406,45,36,17,0.4722,検討,79.1,78.9,113.2,186.7,193685
1817,4726,phase2,SURFACE_2_ダ,bac_jouken+shirushi_code_2,combo,C,0.83,36,36,17,0.4722,検討,79.0,77.1,85.5,102.2,93283
1818,1475,phase2,SURFACE_2_芝,shirushi_code_5+taikei_dou,combo,A,3.268,96,72,34,0.4722,検討,78.9,78.0,113.1,311.2,78846
1819,1623,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+shirushi_code_2,combo,A,3.105,85,72,34,0.4722,検討,78.9,73.8,110.7,216.9,93283
1820,1276,phase2,SURFACE_2_芝,hizume_code+kishu_rank,combo,A,3.492,84,72,34,0.4722,検討,78.1,78.8,186.6,238.1,147095
1821,1659,phase2,SURFACE_2_ダ,rotation+shirushi_code_4,combo,A,3.08,162,108,51,0.4722,検討,77.2,76.2,138.7,317.6,88648
1822,1720,phase2,GLOBAL,kijun_ninkijun_tansho+kishu_shisu,combo,A,3.034,191,161,76,0.472,検討,79.5,78.3,155.6,356.4,360874
1823,2940,phase2,SURFACE_2_芝,shirushi_code_4+taikei_tomo,combo,C,1.971,146,125,59,0.472,検討,79.2,76.7,110.9,143.0,76419
1824,1429,phase2,SURFACE_2_ダ,barei+joho_shisu,combo,A,3.321,274,214,101,0.472,検討,78.7,78.0,125.8,396.5,177971
1825,145,phase2,GLOBAL,kijun_ninkijun_fukusho+prev1_corner4,combo,S,5.614,303,267,126,0.4719,検討,79.1,79.2,212.7,771.2,325448
1826,2339,phase2,SURFACE_2_ダ,prev1_chakujun+shirushi_code_5,combo,B,2.447,96,89,42,0.4719,検討,78.8,78.7,110.6,212.0,87600
1827,1352,phase2,SURFACE_2_ダ,prev1_corner4_bin+prev1_keibajo,combo,A,3.408,70,53,25,0.4717,検討,79.6,72.5,147.5,194.1,164860
1828,2519,phase2,SURFACE_2_芝,prev3_chakujun+shirushi_code_1,combo,B,2.296,117,106,50,0.4717,検討,78.5,78.1,121.6,198.0,74837
1829,1899,phase2,SURFACE_2_芝,shirushi_code_5+taikei_tomo,combo,B,2.875,145,123,58,0.4715,検討,80.0,79.5,113.8,253.5,75731
1830,496,phase2,SURFACE_2_ダ,bataiju_change_bin+prev2_chakujun,combo,A,4.554,82,70,33,0.4714,検討,80.7,85.4,161.8,329.5,151162
1831,5417,phase2,GLOBAL,shirushi_code_1+yy_int,combo,C,0.499,70,70,33,0.4714,検討,79.6,78.6,87.2,90.1,223147
1832,3083,phase2,GLOBAL,prev1_kyakushitsu+prev3_chakujun,combo,C,1.866,76,70,33,0.4714,検討,78.3,77.5,103.7,142.2,269565
1833,470,phase2,SURFACE_2_芝,prev1_corner4+prev2_chakujun,combo,A,4.602,299,244,115,0.4713,検討,79.0,80.4,163.1,392.1,133011
1834,3386,phase2,GLOBAL,prev1_chakujun+shirushi_code_1,combo,C,1.628,115,104,49,0.4712,検討,78.9,76.4,101.0,119.5,202556
1835,5466,phase1,SURFACE_2_芝,agari_shisu,numeric,C,0.47,428,325,153,0.4708,検討,78.5,78.5,183.8,492.8,170977
1836,317,phase2,SURFACE_2_芝,umaban_clean+yoso_juni,combo,A,4.966,321,274,129,0.4708,検討,77.7,78.9,155.2,603.1,170977
1837,4417,phase1,KEIBAJO_SURFACE_06_ダ,hizume_code,numeric,C,0.975,19,17,8,0.4706,検討,84.0,97.8,112.0,225.0,27543
1838,2701,phase2,SURFACE_2_ダ,kishu_shisu+kyi_kyusha_rank,combo,B,2.158,255,204,96,0.4706,検討,80.8,78.8,150.0,206.3,177873
1839,1410,phase2,GLOBAL,prev2_chakujun+tenko_code,combo,A,3.349,73,68,32,0.4706,検討,80.2,81.6,134.7,290.5,296151
1840,3856,phase1,KEIBAJO_SURFACE_08_芝,ichi_shisu_juni,numeric,C,1.302,18,17,8,0.4706,検討,79.9,80.5,105.5,126.6,17759
1841,962,ceo,SURFACE_2_ダ,prev1_keibajo+keibajo_code,combo,A,3.902,152,102,48,0.4706,検討,79.7,75.6,215.0,229.2,164860
1842,1344,phase2,SURFACE_2_ダ,babajotai_heavy+bataiju_change_bin,combo,A,3.417,19,17,8,0.4706,検討,79.6,77.6,106.9,162.2,164807
1843,5335,phase1,KEIBAJO_SURFACE_08_芝,class_code,numeric,C,0.552,19,17,8,0.4706,検討,79.5,84.1,105.8,392.2,15128
1844,2568,phase2,SURFACE_2_芝,prev1_chakujun+shirushi_code_3,combo,B,2.259,98,85,40,0.4706,検討,79.0,76.8,99.7,169.4,81246
1845,3086,phase1,KEIBAJO_SURFACE_01_芝,taikei_tomo,numeric,C,1.864,23,17,8,0.4706,検討,78.8,76.2,121.6,160.0,8145
1846,1338,phase2,SURFACE_2_ダ,manken_shirushi+taikei_dou,combo,A,3.421,132,102,48,0.4706,検討,78.7,78.5,126.0,192.5,102358
1847,4043,phase1,KEIBAJO_SURFACE_03_芝,joa_ls_shisu,numeric,C,1.18,48,17,8,0.4706,検討,78.5,76.0,142.7,243.5,14090
1848,3459,phase2,GLOBAL,chokyo_yajirushi_code+umaban_clean,combo,C,1.571,70,68,32,0.4706,検討,78.2,75.9,102.0,123.6,360874
1849,2931,phase2,SURFACE_2_ダ,class_code+shirushi_code_2,combo,C,1.975,88,68,32,0.4706,検討,78.1,74.4,120.6,126.7,87375
1850,5071,phase1,KEIBAJO_SURFACE_09_ダ,idm,numeric,C,0.676,136,51,24,0.4706,検討,78.1,79.8,151.4,460.9,27915
1851,4033,phase2,GLOBAL,chokyo_yajirushi_code+prev1_kyakushitsu,combo,C,1.185,18,17,8,0.4706,検討,78.0,75.0,87.6,88.6,325448
1852,4244,phase1,KEIBAJO_SURFACE_10_ダ,nyukyu_nannichimae,numeric,C,1.076,28,17,8,0.4706,検討,77.2,94.4,115.8,331.4,5216
1853,5000,phase1,KEIBAJO_SURFACE_08_芝,agari_shisu_juni,numeric,C,0.709,18,17,8,0.4706,検討,77.1,77.5,96.1,137.5,17759
1854,735,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+prev1_keibajo,combo,A,4.192,196,151,71,0.4702,検討,76.7,74.2,162.0,327.6,164860
1855,998,phase2,GLOBAL,prev2_chakujun+wakuban,combo,A,3.843,144,134,63,0.4701,検討,79.7,82.2,166.0,460.9,296151
1856,773,phase2,SURFACE_2_芝,chokyo_yajirushi_code+nyukyu_nannichimae,combo,A,4.138,161,100,47,0.47,検討,77.9,77.2,204.0,303.8,98883
1857,2850,phase2,SURFACE_2_ダ,kishu_shisu+shirushi_code_4,combo,B,2.047,95,83,39,0.4699,検討,79.3,75.7,105.2,179.2,94954
1858,2360,phase2,SURFACE_2_ダ,kishu_rank+kishu_shisu,combo,B,2.431,162,132,62,0.4697,検討,80.0,77.0,195.1,281.4,177852
1859,807,phase2,SURFACE_2_ダ,gekiso_type+taikei_dou,combo,A,4.096,93,66,31,0.4697,検討,78.9,71.9,149.2,246.4,62980
1860,3540,phase2,SURFACE_2_芝,kyori+shirushi_code_4,combo,C,1.517,72,66,31,0.4697,検討,78.6,75.9,100.9,116.6,93812
1861,2730,phase2,SURFACE_2_芝,kyori+shirushi_code_6,combo,B,2.135,72,66,31,0.4697,検討,78.2,76.4,98.5,166.1,93641
1862,3208,phase2,SURFACE_2_芝,kyori+shirushi_code_2,combo,C,1.751,72,66,31,0.4697,検討,78.2,74.7,109.5,133.8,92369
1863,390,phase2,GLOBAL,kijun_ninkijun_tansho+prev1_bataiju_bin,combo,A,4.766,161,132,62,0.4697,検討,77.9,79.7,137.0,355.0,325243
1864,397,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+shirushi_code_5,combo,A,4.743,79,66,31,0.4697,検討,77.3,76.8,128.7,320.1,93871
1865,1255,phase2,GLOBAL,joho_shisu+kishu_minarai_code,combo,A,3.521,174,115,54,0.4696,検討,78.1,82.2,177.8,217.7,53727
1866,5765,phase1,GLOBAL,agari_shisu,numeric,C,0.269,540,426,200,0.4695,検討,77.4,75.2,197.8,282.2,348948
1867,5171,phase1,KEIBAJO_SURFACE_07_ダ,manken_shisu,numeric,C,0.63,64,49,23,0.4694,検討,82.9,89.7,200.1,418.1,21124
1868,1435,phase2,GLOBAL,moshoku_code+prev2_chakujun,combo,A,3.315,115,98,46,0.4694,検討,79.4,73.8,148.1,295.8,296151
1869,4986,phase2,SURFACE_2_ダ,kyi_kyusha_rank+shirushi_code_1,combo,C,0.714,49,49,23,0.4694,検討,79.4,77.3,86.8,100.8,108431
1870,5005,phase2,SURFACE_2_芝,kyi_kyusha_rank+shirushi_code_1,combo,C,0.707,49,49,23,0.4694,検討,78.9,78.1,88.1,97.4,106590
1871,4502,phase1,KEIBAJO_SURFACE_08_芝,prev1_bataiju,numeric,C,0.938,67,49,23,0.4694,検討,78.1,73.3,146.9,201.0,15118
1872,2963,phase2,SURFACE_2_ダ,hobokusaki_rank+joho_shisu,combo,C,1.956,247,211,99,0.4692,検討,79.9,76.9,128.0,138.7,168899
1873,984,phase2,SURFACE_2_芝,hobokusaki_rank+prev3_chakujun,combo,A,3.869,88,81,38,0.4691,検討,80.6,83.6,164.5,255.9,115268
1874,1565,phase2,GLOBAL,prev2_chakujun+yy_int,combo,A,3.164,180,162,76,0.4691,検討,80.1,81.3,116.8,336.1,296151
1875,2311,phase2,SURFACE_2_芝,sanchimei+shirushi_code_1,combo,B,2.483,107,81,38,0.4691,検討,78.9,77.3,114.8,183.6,106727
1876,1160,phase2,SURFACE_2_ダ,nyukyu_nannichimae+prev1_kyakushitsu,combo,A,3.63,151,113,53,0.469,検討,77.3,77.9,145.6,231.3,75761
1877,620,phase2,SURFACE_2_ダ,manken_shirushi+uma_deokure_ritsu,combo,A,4.342,357,209,98,0.4689,検討,79.2,76.0,179.5,300.4,104415
1878,610,phase2,SURFACE_2_芝,prev2_chakujun+yoso_juni,combo,A,4.358,286,241,113,0.4689,検討,78.3,78.4,166.4,326.0,133011
1879,991,phase2,SURFACE_2_芝,babajotai_heavy+prev1_keibajo,combo,A,3.857,44,32,15,0.4688,検討,84.3,78.3,180.3,238.1,148662
1880,2384,phase2,SURFACE_2_ダ,prev1_corner4_bin+prev3_chakujun,combo,B,2.412,72,64,30,0.4688,検討,80.3,78.7,179.6,168.6,137407
1881,1685,phase2,SURFACE_2_ダ,prev1_corner4_bin+prev2_chakujun,combo,A,3.063,72,64,30,0.4688,検討,80.2,83.0,127.8,263.7,151215
1882,4590,phase2,SURFACE_2_ダ,manken_shirushi+prev1_corner4_bin,combo,C,0.895,32,32,15,0.4688,検討,80.1,78.2,89.0,100.8,104407
1883,4860,phase1,KEIBAJO_SURFACE_10_芝,ninki_shisu,numeric,C,0.773,152,32,15,0.4688,検討,79.9,83.3,175.3,261.1,16948
1884,5634,phase1,KEIBAJO_SURFACE_07_芝,kishu_shisu,numeric,C,0.365,36,32,15,0.4688,検討,79.8,74.6,98.5,117.4,17129
1885,4391,phase2,SURFACE_2_ダ,manken_shirushi+wakuban,combo,C,0.99,64,64,30,0.4688,検討,79.7,78.1,92.0,101.4,111609
1886,4978,phase2,SURFACE_2_ダ,manken_shirushi+prev1_kyakushitsu,combo,C,0.718,32,32,15,0.4688,検討,79.5,77.5,88.9,89.3,104407
1887,2373,phase2,SURFACE_2_芝,prev3_chakujun+tenko_code,combo,B,2.422,68,64,30,0.4688,検討,79.4,78.4,108.0,146.3,120239
1888,4062,phase2,SURFACE_2_芝,manken_shirushi+wakuban,combo,C,1.171,64,64,30,0.4688,検討,79.4,78.7,96.6,106.0,108336
1889,2604,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+prev1_kyakushitsu,combo,B,2.224,64,64,30,0.4688,検討,79.3,78.7,130.6,162.5,164860
1890,3871,phase2,SURFACE_2_ダ,prev1_corner4_bin+umaban_clean,combo,C,1.294,64,64,30,0.4688,検討,79.3,78.6,97.5,114.9,164860
1891,5126,phase2,SURFACE_2_芝,prev1_corner4_bin+wakuban,combo,C,0.652,32,32,15,0.4688,検討,78.7,79.1,86.6,97.2,148662
1892,2896,phase2,SURFACE_2_芝,kyusha_hyoka_code+manken_shirushi,combo,B,2.009,32,32,15,0.4688,検討,78.2,75.2,96.8,126.5,108336
1893,3875,phase2,SURFACE_2_ダ,prev1_corner4_bin+yoso_juni,combo,C,1.292,64,64,30,0.4688,検討,78.1,78.4,96.2,113.0,164860
1894,2343,phase2,SURFACE_2_芝,kyusha_hyoka_code+wakuban,combo,B,2.446,32,32,15,0.4688,検討,76.6,74.9,90.4,142.3,170977
