rank,source,segment,factor,factor_type,grade,mark,score_std,n_bins,edge_bins,avg_win_roi,avg_place_roi,best_bin_win_roi,best_bin_place_roi,total_samples
2632,phase2,SURFACE_2_芝,shirushi_code_6+umaban_clean,combo,C,,1.539,108,3,77.7,78.9,168.1,105.3,93641
2633,phase2,SURFACE_2_芝,bac_jouken+kyusha_hyoka_code,combo,C,,1.538,24,1,77.2,79.1,109.8,95.4,170977
2634,phase2,SURFACE_2_ダ,kyakushitsu+prev1_kyakushitsu,combo,C,,1.537,16,1,75.1,74.2,104.2,86.3,164859
2635,phase2,SURFACE_2_芝,kyi_kyusha_rank+kyusha_hyoka_code,combo,C,,1.534,29,1,77.3,77.4,133.5,103.0,170683
2636,phase2,SURFACE_2_ダ,babajotai_heavy+joho_shisu,combo,C,,1.533,159,9,78.3,80.4,146.7,106.2,177971
2637,phase2,SURFACE_2_芝,bac_tosu+umaban_clean,combo,C,,1.53,161,13,77.2,77.8,121.0,99.4,170977
2638,phase2,GLOBAL,bataiju_change_bin+shirushi_code_4,combo,C,,1.527,31,2,76.8,79.2,113.4,97.4,176948
2639,phase2,SURFACE_2_ダ,prev2_chakujun+shirushi_code_4,combo,C,,1.527,96,5,78.5,79.9,133.4,103.4,80899
2640,phase2,SURFACE_2_ダ,barei+shirushi_code_4,combo,C,,1.525,40,2,76.5,75.6,125.0,101.4,94954
2641,phase2,GLOBAL,gekiso_type+hobokusaki_rank,combo,C,,1.525,30,1,74.8,77.2,107.0,92.8,134324
2642,phase2,SURFACE_2_ダ,kyi_kyusha_rank+yy_int,combo,C,,1.523,72,2,80.4,79.7,180.3,154.0,177873
2643,phase2,SURFACE_2_芝,kishu_rank+yy_int,combo,C,,1.52,50,0,74.9,76.3,94.3,92.1,170795
2644,phase2,GLOBAL,joho_shisu+shirushi_code_2,combo,C,,1.518,309,19,77.4,80.1,150.6,106.9,192442
2645,phase2,SURFACE_2_芝,prev2_chakujun+shirushi_code_6,combo,C,,1.518,101,6,76.7,79.6,121.3,105.5,71573
2646,phase2,SURFACE_2_芝,kyori+shirushi_code_4,combo,C,,1.517,72,3,75.9,78.6,116.6,100.9,93812
2647,phase2,SURFACE_2_ダ,prev3_chakujun+shirushi_code_4,combo,C,,1.515,96,5,78.1,79.2,140.5,104.2,72899
2648,phase2,SURFACE_2_芝,moshoku_code+yy_int,combo,C,,1.511,60,3,75.9,78.5,116.3,91.2,170977
2649,phase2,GLOBAL,chokyo_yajirushi_code+yy_int,combo,C,,1.509,40,1,75.4,77.4,101.5,87.4,360874
2650,phase2,SURFACE_2_ダ,joken_class_code+tenko_code,combo,C,,1.509,24,3,80.9,79.9,125.3,109.8,177971
2651,phase2,SURFACE_2_ダ,babajotai_heavy+kyori,combo,C,,1.505,40,2,79.4,79.4,143.0,101.3,177971
2652,phase2,GLOBAL,kyakushitsu+prev3_chakujun,combo,C,,1.505,72,5,79.6,78.8,141.8,114.3,269565
2653,phase2,GLOBAL,prev1_corner4+shirushi_code_3,combo,C,,1.503,110,4,76.2,78.5,132.8,118.3,176440
2654,phase2,SURFACE_2_芝,joho_shisu+prev1_corner4_bin,combo,C,,1.5,208,13,76.8,79.9,127.3,110.3,148662
2655,phase2,SURFACE_2_ダ,joken_class_code+kishu_rank,combo,C,,1.498,25,0,72.5,73.7,89.0,83.2,177852
2656,phase2,GLOBAL,babajotai_heavy+prev3_chakujun,combo,C,,1.494,54,1,77.3,79.5,112.8,110.3,269565
2657,phase2,SURFACE_2_芝,shirushi_code_2+umaban_clean,combo,C,,1.491,108,3,77.5,79.2,128.1,99.8,92369
2658,phase2,SURFACE_2_ダ,tenko_code+umaban_clean,combo,C,,1.489,64,5,76.9,79.0,127.6,98.2,177971
2659,phase2,SURFACE_2_芝,kishu_rank+shirushi_code_6,combo,C,,1.488,30,1,73.8,79.5,109.0,122.5,93563
2660,phase2,GLOBAL,shirushi_code_4+taikei_tomo,combo,C,,1.487,151,11,77.9,79.2,140.3,100.4,166683
2661,phase2,GLOBAL,bac_tosu+kishu_rank,combo,C,,1.484,67,0,70.8,73.4,87.3,98.7,360573
2662,phase2,GLOBAL,chokyo_yajirushi_code+kyusha_hyoka_code,combo,C,,1.484,13,0,73.0,76.6,88.1,90.4,360874
2663,phase2,GLOBAL,kyakushitsu+kyori_tekisei,combo,C,,1.477,25,2,83.6,76.0,129.3,83.8,355421
2664,phase2,SURFACE_2_ダ,babajotai_heavy+kishu_shisu,combo,C,,1.473,112,3,77.2,80.2,155.1,103.7,177971
2665,phase2,SURFACE_2_ダ,kishu_shisu+prev1_corner4_bin,combo,C,,1.469,146,6,77.6,81.5,119.0,136.6,164860
2666,phase2,SURFACE_2_芝,babajotai_heavy+tenko_code,combo,C,,1.464,15,1,80.4,80.0,115.5,108.6,170977
2667,phase2,GLOBAL,chokyo_yajirushi_code+gekiso_type,combo,C,,1.461,22,0,73.5,76.8,99.3,102.2,141643
2668,phase2,SURFACE_2_ダ,prev1_kyakushitsu+yoso_juni,combo,C,,1.46,64,3,77.6,77.6,117.8,127.9,164860
2669,phase2,SURFACE_2_芝,prev1_bataiju_bin+shirushi_code_6,combo,C,,1.459,54,0,71.8,77.2,96.1,95.8,81313
2670,phase2,GLOBAL,kishu_rank+umaban_clean,combo,C,,1.455,89,2,74.8,75.9,114.3,117.0,360573
2671,phase2,GLOBAL,bac_jouken+joho_shisu,combo,C,,1.452,318,25,80.1,80.9,135.2,111.9,360874
2672,phase2,SURFACE_2_芝,bac_tosu+manken_shirushi,combo,C,,1.452,94,5,76.2,78.3,119.8,97.2,108336
2673,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+yy_int,combo,C,,1.449,40,2,76.7,76.9,112.4,89.3,177971
2674,phase2,SURFACE_2_芝,bataiju_change_bin+shirushi_code_3,combo,C,,1.446,30,3,80.0,81.1,115.8,97.2,81163
2675,phase2,SURFACE_2_芝,kyusha_hyoka_code+shirushi_code_4,combo,C,,1.441,20,1,75.9,76.6,109.0,94.3,93812
2676,phase2,SURFACE_2_ダ,bac_tosu+tenko_code,combo,C,,1.439,43,1,70.9,80.5,101.9,135.1,177971
2677,phase2,GLOBAL,kyakushitsu+umaban_clean,combo,C,,1.437,90,3,79.1,78.2,150.7,100.9,360852
2678,phase2,GLOBAL,shirushi_code_6+umaban_clean,combo,C,,1.437,108,6,78.7,79.4,168.1,105.3,195216
2679,phase2,GLOBAL,joho_shisu+joken_class_code,combo,C,,1.434,266,17,79.0,80.6,124.9,113.8,360874
2680,phase2,SURFACE_2_ダ,kishu_shisu+prev1_kyakushitsu,combo,C,,1.434,146,8,77.5,81.0,122.7,108.3,164860
2681,phase2,GLOBAL,prev1_bataiju_bin+shirushi_code_6,combo,C,,1.432,60,2,74.1,77.1,109.2,98.9,176527
2682,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+prev1_kyakushitsu,combo,C,,1.431,17,0,73.6,78.4,86.9,107.8,164860
2683,phase2,SURFACE_2_芝,hobokusaki_rank+kishu_rank,combo,C,,1.431,25,0,73.1,76.0,93.7,87.9,161968
2684,phase2,SURFACE_2_ダ,umaban_clean+yy_int,combo,C,,1.431,160,13,79.3,79.1,123.3,93.9,177971
2685,phase2,GLOBAL,kyusha_hyoka_code+shirushi_code_3,combo,C,,1.43,23,1,75.2,77.4,106.1,87.5,194934
2686,phase2,SURFACE_2_ダ,bac_jouken+prev1_kyakushitsu,combo,C,,1.428,21,0,75.6,80.1,95.0,117.2,164860
2687,phase2,SURFACE_2_ダ,joken_class_code+prev1_kyakushitsu,combo,C,,1.428,21,0,76.1,79.4,96.5,99.7,164860
2688,phase2,GLOBAL,kyori_tekisei+kyusha_hyoka_code,combo,C,,1.428,22,0,79.1,77.1,97.9,88.9,355423
2689,phase2,SURFACE_2_ダ,prev1_bataiju_bin+shirushi_code_6,combo,C,,1.427,54,4,77.8,78.9,121.1,102.1,88318
2690,phase2,GLOBAL,joken_class_code+kishu_minarai_code,combo,C,,1.426,15,0,77.8,76.7,99.7,91.0,53727
2691,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+wakuban,combo,C,,1.425,32,2,76.7,76.6,110.5,92.5,177971
2692,phase2,SURFACE_2_ダ,moshoku_code+shirushi_code_1,combo,C,,1.425,47,1,74.2,78.8,109.3,106.4,108475
2693,phase2,SURFACE_2_ダ,bac_jouken+hobokusaki_rank,combo,C,,1.423,30,1,77.2,76.9,103.3,90.5,168899
2694,phase2,SURFACE_2_ダ,gekiso_type+joken_class_code,combo,C,,1.421,30,1,73.1,78.3,105.4,99.6,68848
2695,phase2,SURFACE_2_ダ,bataiju_change_bin+shirushi_code_1,combo,C,,1.418,35,1,75.0,80.5,109.5,92.4,101495
2696,phase2,GLOBAL,moshoku_code+shirushi_code_1,combo,C,,1.417,51,1,76.4,78.6,132.7,100.5,223147
2697,phase2,SURFACE_2_ダ,bac_tosu+prev1_corner4_bin,combo,C,,1.415,40,1,73.9,78.4,104.2,100.7,164860
2698,phase2,SURFACE_2_芝,bac_tosu+yy_int,combo,C,,1.415,133,5,77.7,77.9,141.0,106.1,170977
2699,phase2,SURFACE_2_ダ,gekiso_type+shirushi_code_4,combo,C,,1.414,16,1,72.5,76.5,100.7,86.3,22107
2700,phase2,SURFACE_2_ダ,kyakushitsu+umaban_clean,combo,C,,1.412,80,7,79.5,78.5,130.9,95.9,177961
2701,phase2,SURFACE_2_芝,bac_tosu+shirushi_code_5,combo,C,,1.411,79,3,76.8,79.5,103.1,95.7,92944
2702,phase2,SURFACE_2_ダ,bac_tosu+shirushi_code_3,combo,C,,1.409,59,4,77.2,79.9,129.6,134.6,94586
2703,phase2,GLOBAL,shirushi_code_3+yoso_juni,combo,C,,1.409,99,5,76.9,77.3,123.3,98.5,194934
2704,phase2,GLOBAL,prev1_corner4_bin+prev3_chakujun,combo,C,,1.407,72,4,79.8,79.7,136.0,109.2,269565
2705,phase2,GLOBAL,kishu_rank+prev1_kyakushitsu,combo,C,,1.401,22,0,71.8,76.8,84.1,113.9,325154
2706,phase2,SURFACE_2_芝,manken_shirushi+prev1_keibajo,combo,C,,1.4,80,6,77.7,79.4,112.0,92.3,94717
2707,phase2,GLOBAL,chokyo_yajirushi_code+shirushi_code_4,combo,C,,1.396,23,0,76.8,79.9,97.3,96.2,195681
2708,phase2,SURFACE_2_芝,kishu_rank+kyakushitsu,combo,C,,1.396,25,0,74.8,75.2,91.8,91.0,170783
2709,phase2,GLOBAL,babajotai_heavy+umaban_clean,combo,C,,1.393,54,4,78.8,78.5,125.6,92.6,360874
2710,phase2,SURFACE_2_芝,manken_shirushi+moshoku_code,combo,C,,1.391,48,1,74.5,81.4,108.3,109.6,108336
2711,phase2,SURFACE_2_ダ,kyi_kyusha_rank+umaban_clean,combo,C,,1.39,112,8,78.6,78.7,111.8,90.7,177873
2712,phase2,SURFACE_2_芝,bac_tosu+shirushi_code_6,combo,C,,1.386,79,4,76.5,79.7,110.5,98.2,93641
2713,phase2,SURFACE_2_芝,bataiju_change_bin+shirushi_code_1,combo,C,,1.384,35,3,80.7,82.0,128.3,115.9,92979
2714,phase2,SURFACE_2_ダ,kishu_rank+manken_shirushi,combo,C,,1.384,40,2,77.8,77.5,110.8,86.5,111548
2715,phase2,GLOBAL,prev1_corner4+shirushi_code_4,combo,C,,1.384,110,3,76.6,78.5,117.4,94.8,177078
2716,phase2,GLOBAL,bac_jouken+kyori_tekisei,combo,C,,1.383,30,4,84.7,76.4,126.6,90.8,355423
2717,phase2,SURFACE_2_芝,prev1_bataiju_bin+shirushi_code_1,combo,C,,1.381,63,1,74.9,78.2,110.7,112.7,92979
2718,phase2,GLOBAL,prev1_corner4_bin+umaban_clean,combo,C,,1.381,72,3,77.6,78.6,132.6,88.7,325448
2719,phase2,SURFACE_2_芝,bac_tosu+prev1_kyakushitsu,combo,C,,1.38,57,0,74.8,76.4,98.2,101.1,148662
2720,phase2,GLOBAL,joho_shisu+kyakushitsu,combo,C,,1.379,270,17,79.8,80.6,138.5,122.5,360852
2721,phase2,GLOBAL,prev2_chakujun+shirushi_code_6,combo,C,,1.379,104,8,79.6,80.7,139.0,125.1,159250
2722,phase2,SURFACE_2_芝,kyakushitsu+prev1_kyakushitsu,combo,C,,1.378,20,1,79.0,75.7,100.9,113.9,148662
2723,phase2,SURFACE_2_芝,kyusha_hyoka_code+prev1_kyakushitsu,combo,C,,1.376,18,0,75.7,76.3,97.5,88.2,148662
2724,phase2,GLOBAL,kyusha_hyoka_code+manken_shirushi,combo,C,,1.371,32,1,76.4,79.4,101.3,94.1,227411
2725,phase2,GLOBAL,prev1_bataiju_bin+shirushi_code_3,combo,C,,1.368,60,2,74.2,77.4,108.8,106.0,176314
2726,phase2,GLOBAL,chokyo_yajirushi_code+manken_shirushi,combo,C,,1.365,32,1,76.9,80.3,108.2,93.5,227411
2727,phase2,GLOBAL,hobokusaki_rank+kyusha_hyoka_code,combo,C,,1.364,20,0,75.4,76.1,93.3,85.1,342345
2728,phase2,GLOBAL,bac_tosu+manken_shirushi,combo,C,,1.363,94,2,76.2,78.6,119.0,94.1,227411
2729,phase2,GLOBAL,chokyo_yajirushi_code+wakuban,combo,C,,1.362,32,0,75.0,77.3,90.6,91.8,360874
2730,phase2,GLOBAL,hizume_code+shirushi_code_2,combo,C,,1.361,108,8,78.0,80.2,120.4,123.2,173572
2731,phase2,GLOBAL,bac_tosu+umaban_clean,combo,C,,1.359,161,8,76.4,78.0,121.0,99.4,360874
2732,phase2,SURFACE_2_ダ,kyori_tekisei+kyusha_hyoka_code,combo,C,,1.359,19,2,82.2,79.0,121.0,99.6,174589
2733,phase2,SURFACE_2_芝,shirushi_code_3+umaban_clean,combo,C,,1.359,108,3,77.2,78.5,135.6,106.1,93457
2734,phase2,GLOBAL,gekiso_type+yy_int,combo,C,,1.358,60,6,79.1,79.3,115.1,104.0,141643
2735,phase2,GLOBAL,joho_shisu+wakuban,combo,C,,1.358,422,26,79.2,80.8,133.5,110.8,360874
2736,phase2,GLOBAL,joho_shisu+prev1_corner4_bin,combo,C,,1.356,218,12,79.0,81.1,153.2,132.2,325448
2737,phase2,GLOBAL,kishu_minarai_code+prev1_corner4_bin,combo,C,,1.353,20,0,75.4,73.7,92.9,85.6,48543
2738,phase2,SURFACE_2_芝,prev1_keibajo+yy_int,combo,C,,1.349,100,2,78.2,78.8,101.4,93.4,148662
2739,phase2,SURFACE_2_ダ,kishu_rank+prev1_kyakushitsu,combo,C,,1.348,21,0,72.2,76.2,87.9,93.9,164747
2740,phase2,GLOBAL,joho_shisu+yy_int,combo,C,,1.346,517,35,79.4,80.8,133.2,112.2,360874
2741,phase2,SURFACE_2_芝,kyusha_hyoka_code+prev1_corner4_bin,combo,C,,1.346,16,1,76.8,78.6,100.4,86.8,148662
2742,phase2,GLOBAL,kishu_minarai_code+shirushi_code_4,combo,C,,1.343,30,4,81.3,77.6,113.0,89.4,22763
2743,phase2,SURFACE_2_芝,kishu_rank+prev1_corner4_bin,combo,C,,1.343,20,0,73.6,75.4,88.8,82.8,148481
2744,phase2,SURFACE_2_芝,bac_tosu+prev1_corner4_bin,combo,C,,1.34,55,1,75.3,76.9,105.2,90.4,148662
2745,phase2,SURFACE_2_ダ,prev1_kyakushitsu+umaban_clean,combo,C,,1.338,64,4,77.8,78.5,142.5,91.9,164860
2746,phase2,SURFACE_2_ダ,kishu_rank+kyakushitsu,combo,C,,1.337,25,1,76.1,75.3,113.5,82.8,177842
2747,phase2,SURFACE_2_ダ,kyori+shirushi_code_3,combo,C,,1.336,72,3,77.8,80.5,137.8,122.8,94586
2748,phase2,GLOBAL,barei+shirushi_code_6,combo,C,,1.333,48,3,77.0,78.1,114.2,98.0,195216
2749,phase2,SURFACE_2_ダ,gekiso_type+prev1_kyakushitsu,combo,C,,1.331,24,1,73.3,79.2,100.3,97.9,64105
2750,phase2,SURFACE_2_ダ,hobokusaki_rank+joken_class_code,combo,C,,1.331,25,0,76.0,76.7,95.1,84.6,168899
2751,phase2,SURFACE_2_ダ,bac_jouken+joken_class_code,combo,C,,1.33,10,0,72.6,79.3,88.1,116.4,177971
2752,phase2,GLOBAL,kyakushitsu+kyusha_hyoka_code,combo,C,,1.33,20,1,77.8,77.5,108.4,87.2,360852
2753,phase2,SURFACE_2_芝,babajotai_heavy+manken_shirushi,combo,C,,1.329,24,2,80.1,79.3,124.3,88.9,108336
2754,phase2,SURFACE_2_ダ,bataiju_change_bin+shirushi_code_6,combo,C,,1.327,30,3,77.7,81.1,102.5,106.9,88318
2755,phase2,SURFACE_2_ダ,moshoku_code+shirushi_code_2,combo,C,,1.326,39,1,74.5,79.5,103.1,90.8,93283
2756,phase2,SURFACE_2_ダ,bac_tosu+prev1_kyakushitsu,combo,C,,1.319,41,0,73.3,80.1,95.3,158.0,164860
2757,phase2,GLOBAL,barei+shirushi_code_1,combo,C,,1.318,56,2,75.1,77.7,109.1,93.1,223147
2758,phase2,SURFACE_2_芝,bataiju_change_bin+shirushi_code_4,combo,C,,1.318,30,2,80.2,81.0,117.8,109.3,81436
2759,phase2,GLOBAL,gekiso_type+joken_class_code,combo,C,,1.317,30,2,79.4,78.4,118.9,93.4,141643
2760,phase2,GLOBAL,kishu_shisu+manken_shirushi,combo,C,,1.316,289,16,79.1,82.1,150.9,114.1,227411
2761,phase2,GLOBAL,kyi_kyusha_rank+shirushi_code_3,combo,C,,1.316,44,2,79.9,81.7,151.4,147.3,194794
2762,phase2,GLOBAL,kyori_tekisei+prev1_corner4_bin,combo,C,,1.316,24,3,82.7,76.9,119.9,83.1,320023
2763,phase2,GLOBAL,umaban_clean+yy_int,combo,C,,1.313,180,8,78.8,78.8,122.0,141.8,360874
2764,phase2,GLOBAL,babajotai_heavy+kyori_tekisei,combo,C,,1.308,18,3,79.8,75.5,106.1,81.2,355423
2765,phase2,GLOBAL,shirushi_code_1+umaban_clean,combo,C,,1.298,126,6,78.5,79.3,150.2,91.4,223147
2766,phase2,SURFACE_2_芝,kishu_rank+shirushi_code_3,combo,C,,1.297,30,0,73.2,77.6,92.5,121.0,93381
2767,phase2,GLOBAL,gekiso_type+wakuban,combo,C,,1.296,48,4,78.7,78.9,110.6,100.8,141643
2768,phase2,SURFACE_2_ダ,bataiju_change_bin+manken_shirushi,combo,C,,1.294,40,1,77.1,81.7,111.5,136.7,104376
2769,phase2,GLOBAL,kyusha_hyoka_code+shirushi_code_6,combo,C,,1.294,24,0,75.4,75.1,93.7,86.9,195216
2770,phase2,SURFACE_2_ダ,prev1_corner4_bin+umaban_clean,combo,C,,1.294,64,5,78.6,79.3,114.9,97.5,164860
2771,phase2,SURFACE_2_ダ,prev1_corner4_bin+yoso_juni,combo,C,,1.292,64,4,78.4,78.1,113.0,96.2,164860
2772,phase2,SURFACE_2_芝,bac_tosu+kyakushitsu,combo,C,,1.29,69,3,75.9,76.7,104.7,102.2,170965
2773,phase2,GLOBAL,babajotai_heavy+yoso_juni,combo,C,,1.288,54,1,76.1,76.7,103.9,101.7,360874
2774,phase2,SURFACE_2_ダ,shirushi_code_1+umaban_clean,combo,C,,1.287,112,7,78.0,80.1,136.4,94.9,108475
2775,phase2,GLOBAL,babajotai_heavy+kyusha_hyoka_code,combo,C,,1.286,12,1,79.5,78.0,117.3,85.0,360874
2776,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+kyusha_hyoka_code,combo,C,,1.286,13,0,73.2,75.3,90.2,88.3,177971
2777,phase2,SURFACE_2_芝,tenko_code+yy_int,combo,C,,1.284,42,4,80.7,78.7,119.4,87.3,170977
2778,phase2,GLOBAL,bac_tosu+shirushi_code_5,combo,C,,1.282,79,1,76.0,79.6,108.0,94.7,193685
2779,phase2,GLOBAL,gekiso_type+kishu_rank,combo,C,,1.28,30,1,76.9,76.3,122.0,91.7,141547
2780,phase2,GLOBAL,bac_tosu+yy_int,combo,C,,1.278,134,5,77.2,78.2,141.0,93.9,360874
2781,phase2,SURFACE_2_芝,babajotai_heavy+prev1_kyakushitsu,combo,C,,1.274,14,1,80.6,78.4,107.3,82.2,148662
2782,phase2,SURFACE_2_ダ,bac_tosu+yy_int,combo,C,,1.27,97,2,75.0,79.0,122.0,112.5,177971
2783,phase2,SURFACE_2_芝,tenko_code+wakuban,combo,C,,1.264,32,2,80.3,78.6,118.1,88.0,170977
2784,phase2,SURFACE_2_ダ,hobokusaki_rank+yy_int,combo,C,,1.26,50,1,75.8,77.5,103.4,88.5,168899
2785,phase2,SURFACE_2_芝,manken_shirushi+tenko_code,combo,C,,1.258,32,2,78.7,79.5,114.4,102.8,108336
2786,phase2,SURFACE_2_芝,bac_tosu+shirushi_code_4,combo,C,,1.257,79,2,77.0,79.2,107.1,92.8,93812
2787,phase2,GLOBAL,bac_tosu+prev1_kyakushitsu,combo,C,,1.253,58,0,73.5,77.8,94.6,105.5,325448
2788,phase2,GLOBAL,chokyo_yajirushi_code+shirushi_code_5,combo,C,,1.253,24,0,76.6,80.2,99.4,93.7,193685
2789,phase2,SURFACE_2_芝,chokyo_yajirushi_code+shirushi_code_6,combo,C,,1.251,21,2,80.6,85.9,107.2,197.4,93641
2790,phase2,GLOBAL,hobokusaki_rank+joken_class_code,combo,C,,1.25,25,1,77.8,77.9,111.6,88.8,342345
2791,phase2,SURFACE_2_芝,joken_class_code+manken_shirushi,combo,C,,1.245,40,2,78.7,79.1,122.2,92.4,108336
2792,phase2,GLOBAL,bac_jouken+gekiso_type,combo,C,,1.238,36,2,79.7,78.0,117.5,102.9,141643
2793,phase2,SURFACE_2_芝,hobokusaki_rank+shirushi_code_2,combo,C,,1.234,30,1,75.7,79.9,101.9,121.9,88149
2794,phase2,SURFACE_2_芝,bac_tosu+shirushi_code_1,combo,C,,1.23,89,1,76.8,79.5,113.7,99.9,106727
2795,phase2,GLOBAL,kyakushitsu+prev1_kyakushitsu,combo,C,,1.225,20,0,75.4,76.9,96.9,101.8,325447
2796,phase2,SURFACE_2_ダ,bac_jouken+wakuban,combo,C,,1.224,48,5,79.2,78.4,108.8,89.8,177971
2797,phase2,SURFACE_2_ダ,kyusha_hyoka_code+shirushi_code_4,combo,C,,1.224,20,0,72.9,76.3,93.7,86.2,94954
2798,phase2,SURFACE_2_ダ,shirushi_code_6+umaban_clean,combo,C,,1.222,96,7,78.5,79.8,123.1,101.2,94677
2799,phase2,SURFACE_2_ダ,hobokusaki_rank+wakuban,combo,C,,1.221,40,1,76.5,77.6,111.3,85.2,168899
2800,phase2,GLOBAL,prev1_kyakushitsu+umaban_clean,combo,C,,1.22,72,3,77.6,77.9,111.0,101.8,325448
2801,phase2,GLOBAL,bac_tosu+shirushi_code_3,combo,C,,1.219,79,1,75.7,79.5,102.4,95.3,194934
2802,phase2,GLOBAL,joho_shisu+prev1_kyakushitsu,combo,C,,1.219,219,6,78.0,79.9,114.7,136.2,325448
2803,phase2,SURFACE_2_芝,prev1_keibajo+wakuban,combo,C,,1.218,82,6,78.6,79.0,103.3,93.8,148662
2804,phase2,SURFACE_2_ダ,kishu_rank+kyusha_hyoka_code,combo,C,,1.211,19,0,74.8,75.0,99.0,94.6,177852
2805,phase2,SURFACE_2_ダ,hobokusaki_rank+kyakushitsu,combo,C,,1.209,25,0,76.4,76.6,96.6,86.0,168890
2806,phase2,SURFACE_2_芝,prev1_corner4+prev1_corner4_bin,combo,C,,1.192,19,1,78.0,77.8,104.1,86.8,148662
2807,phase2,SURFACE_2_芝,barei+shirushi_code_6,combo,C,,1.19,40,1,73.5,78.6,101.0,129.4,93641
2808,phase2,GLOBAL,chokyo_yajirushi_code+prev1_kyakushitsu,combo,C,,1.185,18,0,75.0,78.0,88.6,87.6,325448
2809,phase2,GLOBAL,babajotai_heavy+joho_shisu,combo,C,,1.184,166,8,78.9,80.6,117.0,106.7,360874
2810,phase2,SURFACE_2_芝,bac_jouken+manken_shirushi,combo,C,,1.183,48,2,78.9,79.1,119.2,90.7,108336
2811,phase2,GLOBAL,bac_tosu+prev1_corner4_bin,combo,C,,1.181,55,0,74.6,77.4,96.4,91.1,325448
2812,phase2,SURFACE_2_芝,babajotai_heavy+kyori_tekisei,combo,C,,1.178,18,1,83.8,78.5,101.1,92.7,168917
2813,phase2,SURFACE_2_ダ,babajotai_heavy+kyusha_hyoka_code,combo,C,,1.178,12,1,78.6,76.9,113.9,86.4,177971
2814,phase2,SURFACE_2_ダ,kyusha_hyoka_code+prev1_corner4_bin,combo,C,,1.178,16,1,78.8,77.5,107.8,93.0,164860
2815,phase2,SURFACE_2_芝,moshoku_code+shirushi_code_1,combo,C,,1.178,42,2,78.2,80.1,119.4,104.8,106727
2816,phase2,SURFACE_2_芝,manken_shirushi+yy_int,combo,C,,1.177,80,3,78.8,79.5,110.2,92.1,108336
2817,phase2,SURFACE_2_芝,joken_class_code+wakuban,combo,C,,1.175,40,3,80.2,78.6,111.2,87.8,170977
2818,phase2,SURFACE_2_芝,shirushi_code_4+umaban_clean,combo,C,,1.175,108,2,77.4,78.7,104.0,94.9,93812
2819,phase2,GLOBAL,chokyo_yajirushi_code+kyakushitsu,combo,C,,1.173,20,0,76.1,77.7,87.5,88.9,360852
2820,phase2,SURFACE_2_芝,manken_shirushi+wakuban,combo,C,,1.171,64,3,78.7,79.4,106.0,96.6,108336
2821,phase2,SURFACE_2_ダ,babajotai_heavy+umaban_clean,combo,C,,1.17,48,2,78.0,78.8,115.1,98.2,177971
2822,phase2,SURFACE_2_芝,prev1_keibajo+shirushi_code_5,combo,C,,1.168,60,1,77.8,79.3,101.2,95.7,80793
2823,phase2,SURFACE_2_芝,babajotai_heavy+kishu_rank,combo,C,,1.164,15,0,77.9,76.7,97.2,87.0,170795
2824,phase2,SURFACE_2_芝,bac_tosu+joken_class_code,combo,C,,1.163,65,2,77.8,78.2,120.6,92.7,170977
2825,phase2,SURFACE_2_芝,hobokusaki_rank+kyusha_hyoka_code,combo,C,,1.159,20,0,74.7,75.7,98.7,90.2,162101
2826,phase2,GLOBAL,bac_tosu+kyakushitsu,combo,C,,1.158,69,2,75.0,77.2,102.4,95.4,360852
2827,phase2,SURFACE_2_ダ,kishu_rank+wakuban,combo,C,,1.153,40,1,76.4,75.9,101.7,86.4,177852
2828,phase2,SURFACE_2_ダ,kyori_tekisei+shirushi_code_4,combo,C,,1.153,35,1,75.5,77.5,109.5,90.7,93349
2829,phase2,SURFACE_2_芝,kyakushitsu+kyusha_hyoka_code,combo,C,,1.149,20,1,76.9,77.2,101.0,90.7,170965
2830,phase2,SURFACE_2_芝,kishu_rank+shirushi_code_1,combo,C,,1.147,35,0,74.9,77.1,94.6,86.1,106628
2831,phase2,SURFACE_2_ダ,joken_class_code+wakuban,combo,C,,1.144,40,2,78.0,78.0,114.2,92.3,177971
2832,phase2,SURFACE_2_ダ,shirushi_code_2+umaban_clean,combo,C,,1.144,96,4,77.9,80.5,112.4,100.3,93283
2833,phase2,SURFACE_2_芝,bac_tosu+shirushi_code_2,combo,C,,1.14,79,1,77.5,80.1,106.2,95.9,92369
2834,phase2,SURFACE_2_ダ,hobokusaki_rank+prev1_kyakushitsu,combo,C,,1.14,21,0,73.3,78.3,93.8,97.8,156881
2835,phase2,GLOBAL,prev1_kyakushitsu+shirushi_code_6,combo,C,,1.138,28,1,76.7,77.7,110.8,92.5,176653
2836,phase2,GLOBAL,bac_tosu+shirushi_code_1,combo,C,,1.136,89,2,76.6,79.9,108.2,97.9,223147
2837,phase2,SURFACE_2_芝,hobokusaki_rank+wakuban,combo,C,,1.134,40,2,78.4,77.9,113.9,87.5,162101
2838,phase2,SURFACE_2_ダ,kyori+shirushi_code_6,combo,C,,1.134,72,1,77.4,79.4,116.1,97.6,94677
2839,phase2,GLOBAL,kishu_rank+kyakushitsu,combo,C,,1.133,25,1,75.7,75.4,102.0,81.0,360551
